buy S&P500_unscaled,buy S&P500_monthly,scale,buy S&P500
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
71,51.0,0.51,36.21
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
69,51.0,0.51,35.19
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
100,51.0,0.51,51.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
66,51.0,0.51,33.660000000000004
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
100,50.0,0.5,50.0
0,50.0,0.5,0.0
83,50.0,0.5,41.5
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
100,50.0,0.5,50.0
82,50.0,0.5,41.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
100,25.0,0.25,25.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
99,25.0,0.25,24.75
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
95,25.0,0.25,23.75
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
92,37.0,0.37,34.04
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
92,37.0,0.37,34.04
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
95,37.0,0.37,35.15
0,37.0,0.37,0.0
94,37.0,0.37,34.78
100,37.0,0.37,37.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
98,37.0,0.37,36.26
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
99,25.0,0.25,24.75
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
100,25.0,0.25,25.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
88,77.0,0.77,67.76
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
98,77.0,0.77,75.46000000000001
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
86,77.0,0.77,66.22
0,77.0,0.77,0.0
0,77.0,0.77,0.0
88,77.0,0.77,67.76
0,77.0,0.77,0.0
0,77.0,0.77,0.0
0,77.0,0.77,0.0
84,77.0,0.77,64.68
0,77.0,0.77,0.0
86,77.0,0.77,66.22
0,77.0,0.77,0.0
0,77.0,0.77,0.0
100,77.0,0.77,77.0
0,77.0,0.77,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
87,52.0,0.52,45.24
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
87,52.0,0.52,45.24
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
100,52.0,0.52,52.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
92,52.0,0.52,47.84
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
89,74.0,0.74,65.86
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
100,74.0,0.74,74.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
100,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
100,50.0,0.5,50.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
99,26.0,0.26,25.740000000000002
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
100,26.0,0.26,26.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
96,26.0,0.26,24.96
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
100,26.0,0.26,26.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
94,26.0,0.26,24.44
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,26.0,0.26,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
97,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
100,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,54.0,0.54,0.0
0,54.0,0.54,0.0
61,54.0,0.54,32.940000000000005
0,54.0,0.54,0.0
0,54.0,0.54,0.0
0,54.0,0.54,0.0
51,54.0,0.54,27.540000000000003
0,54.0,0.54,0.0
0,54.0,0.54,0.0
0,54.0,0.54,0.0
0,54.0,0.54,0.0
51,54.0,0.54,27.540000000000003
49,54.0,0.54,26.46
51,54.0,0.54,27.540000000000003
0,54.0,0.54,0.0
0,54.0,0.54,0.0
0,54.0,0.54,0.0
0,54.0,0.54,0.0
0,54.0,0.54,0.0
100,54.0,0.54,54.0
0,54.0,0.54,0.0
0,54.0,0.54,0.0
0,54.0,0.54,0.0
0,54.0,0.54,0.0
57,54.0,0.54,30.78
50,54.0,0.54,27.0
51,54.0,0.54,27.540000000000003
0,54.0,0.54,0.0
50,54.0,0.54,27.0
0,54.0,0.54,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
88,64.0,0.64,56.32
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
100,64.0,0.64,64.0
86,64.0,0.64,55.04
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
0,64.0,0.64,0.0
90,64.0,0.64,57.6
0,25.0,0.25,0.0
0,25.0,0.25,0.0
54,25.0,0.25,13.5
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
55,25.0,0.25,13.75
100,25.0,0.25,25.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
54,25.0,0.25,13.5
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
62,25.0,0.25,15.5
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
100,37.0,0.37,37.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
95,37.0,0.37,35.15
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,37.0,0.37,0.0
0,60.0,0.6,0.0
94,60.0,0.6,56.4
90,60.0,0.6,54.0
0,60.0,0.6,0.0
92,60.0,0.6,55.199999999999996
0,60.0,0.6,0.0
100,60.0,0.6,60.0
0,60.0,0.6,0.0
87,60.0,0.6,52.199999999999996
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
87,60.0,0.6,52.199999999999996
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
89,38.0,0.38,33.82
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
89,38.0,0.38,33.82
0,38.0,0.38,0.0
0,38.0,0.38,0.0
100,38.0,0.38,38.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
87,38.0,0.38,33.06
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,56.0,0.56,0.0
0,56.0,0.56,0.0
0,56.0,0.56,0.0
55,56.0,0.56,30.800000000000004
0,56.0,0.56,0.0
0,56.0,0.56,0.0
0,56.0,0.56,0.0
0,56.0,0.56,0.0
0,56.0,0.56,0.0
0,56.0,0.56,0.0
0,56.0,0.56,0.0
52,56.0,0.56,29.120000000000005
0,56.0,0.56,0.0
49,56.0,0.56,27.44
49,56.0,0.56,27.44
100,56.0,0.56,56.00000000000001
0,56.0,0.56,0.0
56,56.0,0.56,31.360000000000003
0,56.0,0.56,0.0
0,56.0,0.56,0.0
0,56.0,0.56,0.0
48,56.0,0.56,26.880000000000003
0,56.0,0.56,0.0
0,56.0,0.56,0.0
0,56.0,0.56,0.0
55,56.0,0.56,30.800000000000004
0,56.0,0.56,0.0
0,56.0,0.56,0.0
49,56.0,0.56,27.44
50,56.0,0.56,28.000000000000004
0,56.0,0.56,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
82,72.0,0.72,59.04
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
100,72.0,0.72,72.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
93,72.0,0.72,66.96
81,72.0,0.72,58.32
0,72.0,0.72,0.0
0,72.0,0.72,0.0
83,72.0,0.72,59.76
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,72.0,0.72,0.0
0,95.0,0.95,0.0
0,95.0,0.95,0.0
79,95.0,0.95,75.05
0,95.0,0.95,0.0
0,95.0,0.95,0.0
0,95.0,0.95,0.0
0,95.0,0.95,0.0
0,95.0,0.95,0.0
79,95.0,0.95,75.05
79,95.0,0.95,75.05
0,95.0,0.95,0.0
0,95.0,0.95,0.0
0,95.0,0.95,0.0
0,95.0,0.95,0.0
84,95.0,0.95,79.8
0,95.0,0.95,0.0
0,95.0,0.95,0.0
85,95.0,0.95,80.75
89,95.0,0.95,84.55
100,95.0,0.95,95.0
0,95.0,0.95,0.0
0,95.0,0.95,0.0
0,95.0,0.95,0.0
0,95.0,0.95,0.0
0,95.0,0.95,0.0
91,95.0,0.95,86.45
0,95.0,0.95,0.0
0,95.0,0.95,0.0
88,95.0,0.95,83.6
0,95.0,0.95,0.0
0,95.0,0.95,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
85,99.0,0.99,84.15
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
91,99.0,0.99,90.09
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
100,99.0,0.99,99.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,99.0,0.99,0.0
89,99.0,0.99,88.11
0,99.0,0.99,0.0
0,99.0,0.99,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
100,25.0,0.25,25.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
95,25.0,0.25,23.75
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
100,25.0,0.25,25.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
96,25.0,0.25,24.0
0,25.0,0.25,0.0
95,25.0,0.25,23.75
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
0,25.0,0.25,0.0
80,48.0,0.48,38.4
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
100,48.0,0.48,48.0
97,48.0,0.48,46.559999999999995
0,48.0,0.48,0.0
78,48.0,0.48,37.44
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
0,48.0,0.48,0.0
82,48.0,0.48,39.36
82,48.0,0.48,39.36
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
96,24.0,0.24,23.04
100,24.0,0.24,24.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
98,24.0,0.24,23.52
0,24.0,0.24,0.0
97,24.0,0.24,23.279999999999998
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
96,24.0,0.24,23.04
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,24.0,0.24,0.0
0,58.0,0.58,0.0
0,58.0,0.58,0.0
50,58.0,0.58,28.999999999999996
0,58.0,0.58,0.0
0,58.0,0.58,0.0
0,58.0,0.58,0.0
0,58.0,0.58,0.0
0,58.0,0.58,0.0
49,58.0,0.58,28.419999999999998
48,58.0,0.58,27.839999999999996
0,58.0,0.58,0.0
50,58.0,0.58,28.999999999999996
0,58.0,0.58,0.0
0,58.0,0.58,0.0
