short S&P500_unscaled,short S&P500_monthly,scale,short S&P500
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
99,29.0,0.29,28.709999999999997
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
97,29.0,0.29,28.13
0,29.0,0.29,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
99,23.0,0.23,22.77
0,23.0,0.23,0.0
98,23.0,0.23,22.540000000000003
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
99,23.0,0.23,22.77
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
100,23.0,0.23,23.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,23.0,0.23,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
72,34.0,0.34,24.48
70,34.0,0.34,23.8
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
71,34.0,0.34,24.14
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
71,34.0,0.34,24.14
0,34.0,0.34,0.0
0,34.0,0.34,0.0
80,34.0,0.34,27.200000000000003
100,34.0,0.34,34.0
67,34.0,0.34,22.78
0,34.0,0.34,0.0
0,34.0,0.34,0.0
71,34.0,0.34,24.14
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,44.0,0.44,0.0
67,44.0,0.44,29.48
68,44.0,0.44,29.92
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
70,44.0,0.44,30.8
0,44.0,0.44,0.0
0,44.0,0.44,0.0
100,44.0,0.44,44.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
69,44.0,0.44,30.36
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
65,44.0,0.44,28.6
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
64,44.0,0.44,28.16
68,44.0,0.44,29.92
0,44.0,0.44,0.0
0,31.0,0.31,0.0
100,31.0,0.31,31.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
91,31.0,0.31,28.21
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
94,31.0,0.31,29.14
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
91,31.0,0.31,28.21
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
95,31.0,0.31,29.45
0,31.0,0.31,0.0
100,21.0,0.21,21.0
82,21.0,0.21,17.22
80,21.0,0.21,16.8
0,21.0,0.21,0.0
82,21.0,0.21,17.22
0,21.0,0.21,0.0
97,21.0,0.21,20.37
0,21.0,0.21,0.0
0,21.0,0.21,0.0
0,21.0,0.21,0.0
83,21.0,0.21,17.43
0,21.0,0.21,0.0
0,21.0,0.21,0.0
0,21.0,0.21,0.0
0,21.0,0.21,0.0
0,21.0,0.21,0.0
0,21.0,0.21,0.0
0,21.0,0.21,0.0
84,21.0,0.21,17.64
0,21.0,0.21,0.0
0,21.0,0.21,0.0
94,21.0,0.21,19.74
0,21.0,0.21,0.0
81,21.0,0.21,17.009999999999998
0,21.0,0.21,0.0
0,21.0,0.21,0.0
0,21.0,0.21,0.0
0,21.0,0.21,0.0
0,21.0,0.21,0.0
0,21.0,0.21,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
79,27.0,0.27,21.330000000000002
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
100,27.0,0.27,27.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,82.0,0.82,0.0
0,82.0,0.82,0.0
0,82.0,0.82,0.0
51,82.0,0.82,41.82
0,82.0,0.82,0.0
51,82.0,0.82,41.82
51,82.0,0.82,41.82
52,82.0,0.82,42.64
0,82.0,0.82,0.0
0,82.0,0.82,0.0
0,82.0,0.82,0.0
50,82.0,0.82,41.0
0,82.0,0.82,0.0
0,82.0,0.82,0.0
0,82.0,0.82,0.0
0,82.0,0.82,0.0
0,82.0,0.82,0.0
50,82.0,0.82,41.0
0,82.0,0.82,0.0
100,82.0,0.82,82.0
0,82.0,0.82,0.0
0,82.0,0.82,0.0
0,82.0,0.82,0.0
56,82.0,0.82,45.919999999999995
49,82.0,0.82,40.18
50,82.0,0.82,41.0
50,82.0,0.82,41.0
50,82.0,0.82,41.0
52,82.0,0.82,42.64
0,82.0,0.82,0.0
0,82.0,0.82,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
49,29.0,0.29,14.209999999999999
0,29.0,0.29,0.0
0,29.0,0.29,0.0
49,29.0,0.29,14.209999999999999
100,29.0,0.29,28.999999999999996
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
49,29.0,0.29,14.209999999999999
48,29.0,0.29,13.919999999999998
0,29.0,0.29,0.0
50,29.0,0.29,14.499999999999998
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
47,29.0,0.29,13.629999999999999
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,29.0,0.29,0.0
0,32.0,0.32,0.0
0,32.0,0.32,0.0
0,32.0,0.32,0.0
52,32.0,0.32,16.64
57,32.0,0.32,18.240000000000002
0,32.0,0.32,0.0
51,32.0,0.32,16.32
51,32.0,0.32,16.32
0,32.0,0.32,0.0
51,32.0,0.32,16.32
0,32.0,0.32,0.0
0,32.0,0.32,0.0
0,32.0,0.32,0.0
0,32.0,0.32,0.0
100,32.0,0.32,32.0
50,32.0,0.32,16.0
52,32.0,0.32,16.64
0,32.0,0.32,0.0
57,32.0,0.32,18.240000000000002
0,32.0,0.32,0.0
0,32.0,0.32,0.0
0,32.0,0.32,0.0
0,32.0,0.32,0.0
0,32.0,0.32,0.0
0,32.0,0.32,0.0
0,32.0,0.32,0.0
0,32.0,0.32,0.0
0,32.0,0.32,0.0
0,32.0,0.32,0.0
0,32.0,0.32,0.0
51,32.0,0.32,16.32
100,50.0,0.5,50.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
47,50.0,0.5,23.5
48,50.0,0.5,24.0
49,50.0,0.5,24.5
50,50.0,0.5,25.0
55,50.0,0.5,27.5
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
49,50.0,0.5,24.5
49,50.0,0.5,24.5
50,50.0,0.5,25.0
0,50.0,0.5,0.0
55,50.0,0.5,27.5
49,50.0,0.5,24.5
48,50.0,0.5,24.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,44.0,0.44,0.0
96,44.0,0.44,42.24
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
94,44.0,0.44,41.36
0,44.0,0.44,0.0
0,44.0,0.44,0.0
98,44.0,0.44,43.12
0,44.0,0.44,0.0
0,44.0,0.44,0.0
94,44.0,0.44,41.36
0,44.0,0.44,0.0
0,44.0,0.44,0.0
95,44.0,0.44,41.8
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
100,44.0,0.44,44.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,80.0,0.8,0.0
26,80.0,0.8,20.8
0,80.0,0.8,0.0
0,80.0,0.8,0.0
0,80.0,0.8,0.0
0,80.0,0.8,0.0
0,80.0,0.8,0.0
25,80.0,0.8,20.0
26,80.0,0.8,20.8
0,80.0,0.8,0.0
0,80.0,0.8,0.0
28,80.0,0.8,22.400000000000002
25,80.0,0.8,20.0
0,80.0,0.8,0.0
25,80.0,0.8,20.0
25,80.0,0.8,20.0
0,80.0,0.8,0.0
0,80.0,0.8,0.0
0,80.0,0.8,0.0
0,80.0,0.8,0.0
24,80.0,0.8,19.200000000000003
0,80.0,0.8,0.0
0,80.0,0.8,0.0
44,80.0,0.8,35.2
30,80.0,0.8,24.0
0,80.0,0.8,0.0
25,80.0,0.8,20.0
100,80.0,0.8,80.0
0,80.0,0.8,0.0
26,80.0,0.8,20.8
84,47.0,0.47,39.48
93,47.0,0.47,43.71
0,47.0,0.47,0.0
0,47.0,0.47,0.0
83,47.0,0.47,39.01
0,47.0,0.47,0.0
0,47.0,0.47,0.0
87,47.0,0.47,40.89
0,47.0,0.47,0.0
0,47.0,0.47,0.0
85,47.0,0.47,39.949999999999996
0,47.0,0.47,0.0
86,47.0,0.47,40.419999999999995
0,47.0,0.47,0.0
0,47.0,0.47,0.0
0,47.0,0.47,0.0
0,47.0,0.47,0.0
0,47.0,0.47,0.0
0,47.0,0.47,0.0
0,47.0,0.47,0.0
0,47.0,0.47,0.0
85,47.0,0.47,39.949999999999996
100,47.0,0.47,47.0
0,47.0,0.47,0.0
0,47.0,0.47,0.0
0,47.0,0.47,0.0
0,47.0,0.47,0.0
0,47.0,0.47,0.0
89,47.0,0.47,41.83
0,47.0,0.47,0.0
0,47.0,0.47,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
65,41.0,0.41,26.65
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
66,41.0,0.41,27.06
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
77,41.0,0.41,31.569999999999997
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
100,41.0,0.41,41.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
0,41.0,0.41,0.0
63,41.0,0.41,25.83
63,41.0,0.41,25.83
0,40.0,0.4,0.0
0,40.0,0.4,0.0
100,40.0,0.4,40.0
0,40.0,0.4,0.0
85,40.0,0.4,34.0
0,40.0,0.4,0.0
0,40.0,0.4,0.0
87,40.0,0.4,34.800000000000004
89,40.0,0.4,35.6
0,40.0,0.4,0.0
97,40.0,0.4,38.800000000000004
0,40.0,0.4,0.0
0,40.0,0.4,0.0
0,40.0,0.4,0.0
84,40.0,0.4,33.6
87,40.0,0.4,34.800000000000004
0,40.0,0.4,0.0
0,40.0,0.4,0.0
0,40.0,0.4,0.0
82,40.0,0.4,32.800000000000004
0,40.0,0.4,0.0
85,40.0,0.4,34.0
0,40.0,0.4,0.0
0,40.0,0.4,0.0
0,40.0,0.4,0.0
0,40.0,0.4,0.0
0,40.0,0.4,0.0
84,40.0,0.4,33.6
0,40.0,0.4,0.0
0,40.0,0.4,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
85,28.0,0.28,23.8
0,28.0,0.28,0.0
90,28.0,0.28,25.200000000000003
0,28.0,0.28,0.0
88,28.0,0.28,24.64
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
100,28.0,0.28,28.000000000000004
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
0,28.0,0.28,0.0
92,28.0,0.28,25.76
0,28.0,0.28,0.0
0,28.0,0.28,0.0
90,28.0,0.28,25.200000000000003
53,50.0,0.5,26.5
52,50.0,0.5,26.0
0,50.0,0.5,0.0
53,50.0,0.5,26.5
0,50.0,0.5,0.0
0,50.0,0.5,0.0
50,50.0,0.5,25.0
0,50.0,0.5,0.0
47,50.0,0.5,23.5
52,50.0,0.5,26.0
54,50.0,0.5,27.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
50,50.0,0.5,25.0
52,50.0,0.5,26.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
50,50.0,0.5,25.0
100,50.0,0.5,50.0
0,50.0,0.5,0.0
52,50.0,0.5,26.0
51,50.0,0.5,25.5
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,50.0,0.5,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
89,55.0,0.55,48.95
0,55.0,0.55,0.0
0,55.0,0.55,0.0
83,55.0,0.55,45.650000000000006
86,55.0,0.55,47.300000000000004
0,55.0,0.55,0.0
0,55.0,0.55,0.0
95,55.0,0.55,52.25000000000001
0,55.0,0.55,0.0
80,55.0,0.55,44.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
91,55.0,0.55,50.050000000000004
0,55.0,0.55,0.0
0,55.0,0.55,0.0
86,55.0,0.55,47.300000000000004
86,55.0,0.55,47.300000000000004
0,55.0,0.55,0.0
0,55.0,0.55,0.0
95,55.0,0.55,52.25000000000001
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
100,55.0,0.55,55.00000000000001
0,31.0,0.31,0.0
0,31.0,0.31,0.0
47,31.0,0.31,14.57
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
0,31.0,0.31,0.0
44,31.0,0.31,13.64
44,31.0,0.31,13.64
0,31.0,0.31,0.0
0,31.0,0.31,0.0
100,31.0,0.31,31.0
45,31.0,0.31,13.95
45,31.0,0.31,13.95
100,33.0,0.33,33.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
0,33.0,0.33,0.0
48,44.0,0.44,21.12
48,44.0,0.44,21.12
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
52,44.0,0.44,22.88
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
52,44.0,0.44,22.88
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
100,44.0,0.44,44.0
100,44.0,0.44,44.0
50,44.0,0.44,22.0
52,44.0,0.44,22.88
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
51,44.0,0.44,22.44
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
100,42.0,0.42,42.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
99,42.0,0.42,41.58
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
97,42.0,0.42,40.74
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
97,42.0,0.42,40.74
0,42.0,0.42,0.0
97,42.0,0.42,40.74
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,42.0,0.42,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
85,62.0,0.62,52.7
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
82,62.0,0.62,50.839999999999996
84,62.0,0.62,52.08
84,62.0,0.62,52.08
0,62.0,0.62,0.0
0,62.0,0.62,0.0
100,62.0,0.62,62.0
0,62.0,0.62,0.0
89,62.0,0.62,55.18
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
94,62.0,0.62,58.28
0,62.0,0.62,0.0
0,62.0,0.62,0.0
88,62.0,0.62,54.56
88,62.0,0.62,54.56
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
100,38.0,0.38,38.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
88,38.0,0.38,33.44
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
100,38.0,0.38,38.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
93,38.0,0.38,35.34
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
89,38.0,0.38,33.82
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
89,38.0,0.38,33.82
90,38.0,0.38,34.2
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
86,38.0,0.38,32.68
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
100,38.0,0.38,38.0
0,38.0,0.38,0.0
86,38.0,0.38,32.68
0,38.0,0.38,0.0
86,38.0,0.38,32.68
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
0,38.0,0.38,0.0
84,62.0,0.62,52.08
0,62.0,0.62,0.0
82,62.0,0.62,50.839999999999996
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
87,62.0,0.62,53.94
0,62.0,0.62,0.0
100,62.0,0.62,62.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
86,62.0,0.62,53.32
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
0,62.0,0.62,0.0
81,62.0,0.62,50.22
86,62.0,0.62,53.32
0,62.0,0.62,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
0,10.0,0.1,0.0
