us economy bad_unscaled,us economy bad_monthly,scale,us economy bad
66,76.0,0.76,50.160000000000004
0,76.0,0.76,0.0
0,76.0,0.76,0.0
0,76.0,0.76,0.0
0,76.0,0.76,0.0
0,76.0,0.76,0.0
100,76.0,0.76,76.0
49,76.0,0.76,37.24
49,76.0,0.76,37.24
50,76.0,0.76,38.0
52,76.0,0.76,39.52
58,76.0,0.76,44.08
57,76.0,0.76,43.32
0,76.0,0.76,0.0
49,76.0,0.76,37.24
98,76.0,0.76,74.48
50,76.0,0.76,38.0
51,76.0,0.76,38.76
0,76.0,0.76,0.0
0,76.0,0.76,0.0
0,76.0,0.76,0.0
49,76.0,0.76,37.24
0,76.0,0.76,0.0
0,76.0,0.76,0.0
0,76.0,0.76,0.0
0,76.0,0.76,0.0
0,76.0,0.76,0.0
48,76.0,0.76,36.480000000000004
72,76.0,0.76,54.72
0,76.0,0.76,0.0
49,76.0,0.76,37.24
53,58.0,0.58,30.74
0,58.0,0.58,0.0
0,58.0,0.58,0.0
50,58.0,0.58,28.999999999999996
0,58.0,0.58,0.0
49,58.0,0.58,28.419999999999998
0,58.0,0.58,0.0
51,58.0,0.58,29.58
0,58.0,0.58,0.0
0,58.0,0.58,0.0
50,58.0,0.58,28.999999999999996
50,58.0,0.58,28.999999999999996
0,58.0,0.58,0.0
0,58.0,0.58,0.0
52,58.0,0.58,30.159999999999997
58,58.0,0.58,33.64
0,58.0,0.58,0.0
100,58.0,0.58,57.99999999999999
51,58.0,0.58,29.58
0,58.0,0.58,0.0
48,58.0,0.58,27.839999999999996
52,58.0,0.58,30.159999999999997
0,58.0,0.58,0.0
57,58.0,0.58,33.059999999999995
47,58.0,0.58,27.259999999999998
0,58.0,0.58,0.0
50,58.0,0.58,28.999999999999996
50,58.0,0.58,28.999999999999996
0,74.0,0.74,0.0
56,74.0,0.74,41.44
0,74.0,0.74,0.0
49,74.0,0.74,36.26
49,74.0,0.74,36.26
48,74.0,0.74,35.519999999999996
48,74.0,0.74,35.519999999999996
0,74.0,0.74,0.0
56,74.0,0.74,41.44
0,74.0,0.74,0.0
48,74.0,0.74,35.519999999999996
47,74.0,0.74,34.78
46,74.0,0.74,34.04
48,74.0,0.74,35.519999999999996
0,74.0,0.74,0.0
57,74.0,0.74,42.18
0,74.0,0.74,0.0
0,74.0,0.74,0.0
46,74.0,0.74,34.04
48,74.0,0.74,35.519999999999996
48,74.0,0.74,35.519999999999996
0,74.0,0.74,0.0
56,74.0,0.74,41.44
57,74.0,0.74,42.18
47,74.0,0.74,34.78
47,74.0,0.74,34.78
100,74.0,0.74,74.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
0,74.0,0.74,0.0
86,59.0,0.59,50.739999999999995
0,59.0,0.59,0.0
82,59.0,0.59,48.379999999999995
85,59.0,0.59,50.15
0,59.0,0.59,0.0
0,59.0,0.59,0.0
97,59.0,0.59,57.23
81,59.0,0.59,47.79
81,59.0,0.59,47.79
81,59.0,0.59,47.79
86,59.0,0.59,50.739999999999995
86,59.0,0.59,50.739999999999995
100,59.0,0.59,59.0
0,59.0,0.59,0.0
81,59.0,0.59,47.79
82,59.0,0.59,48.379999999999995
82,59.0,0.59,48.379999999999995
86,59.0,0.59,50.739999999999995
0,59.0,0.59,0.0
100,59.0,0.59,59.0
0,59.0,0.59,0.0
81,59.0,0.59,47.79
81,59.0,0.59,47.79
0,59.0,0.59,0.0
85,59.0,0.59,50.15
0,59.0,0.59,0.0
99,59.0,0.59,58.41
98,59.0,0.59,57.82
0,59.0,0.59,0.0
84,59.0,0.59,49.559999999999995
72,60.0,0.6,43.199999999999996
66,60.0,0.6,39.6
68,60.0,0.6,40.8
79,60.0,0.6,47.4
78,60.0,0.6,46.8
65,60.0,0.6,39.0
0,60.0,0.6,0.0
100,60.0,0.6,60.0
68,60.0,0.6,40.8
68,60.0,0.6,40.8
78,60.0,0.6,46.8
78,60.0,0.6,46.8
64,60.0,0.6,38.4
66,60.0,0.6,39.6
65,60.0,0.6,39.0
64,60.0,0.6,38.4
69,60.0,0.6,41.4
0,60.0,0.6,0.0
78,60.0,0.6,46.8
66,60.0,0.6,39.6
62,60.0,0.6,37.199999999999996
0,60.0,0.6,0.0
0,60.0,0.6,0.0
66,60.0,0.6,39.6
0,60.0,0.6,0.0
0,60.0,0.6,0.0
67,60.0,0.6,40.199999999999996
0,60.0,0.6,0.0
0,60.0,0.6,0.0
65,60.0,0.6,39.0
0,60.0,0.6,0.0
62,44.0,0.44,27.28
62,44.0,0.44,27.28
0,44.0,0.44,0.0
0,44.0,0.44,0.0
51,44.0,0.44,22.44
0,44.0,0.44,0.0
54,44.0,0.44,23.76
0,44.0,0.44,0.0
61,44.0,0.44,26.84
100,44.0,0.44,44.0
51,44.0,0.44,22.44
52,44.0,0.44,22.88
52,44.0,0.44,22.88
54,44.0,0.44,23.76
0,44.0,0.44,0.0
0,44.0,0.44,0.0
51,44.0,0.44,22.44
0,44.0,0.44,0.0
51,44.0,0.44,22.44
52,44.0,0.44,22.88
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
52,44.0,0.44,22.88
0,44.0,0.44,0.0
51,44.0,0.44,22.44
0,44.0,0.44,0.0
0,44.0,0.44,0.0
0,44.0,0.44,0.0
64,44.0,0.44,28.16
0,53.0,0.53,0.0
0,53.0,0.53,0.0
0,53.0,0.53,0.0
53,53.0,0.53,28.09
0,53.0,0.53,0.0
63,53.0,0.53,33.39
63,53.0,0.53,33.39
0,53.0,0.53,0.0
0,53.0,0.53,0.0
0,53.0,0.53,0.0
0,53.0,0.53,0.0
54,53.0,0.53,28.62
0,53.0,0.53,0.0
0,53.0,0.53,0.0
75,53.0,0.53,39.75
49,53.0,0.53,25.970000000000002
51,53.0,0.53,27.03
52,53.0,0.53,27.560000000000002
0,53.0,0.53,0.0
62,53.0,0.53,32.86
61,53.0,0.53,32.33
50,53.0,0.53,26.5
49,53.0,0.53,25.970000000000002
50,53.0,0.53,26.5
51,53.0,0.53,27.03
53,53.0,0.53,28.09
0,53.0,0.53,0.0
60,53.0,0.53,31.8
49,53.0,0.53,25.970000000000002
74,53.0,0.53,39.22
100,53.0,0.53,53.0
0,49.0,0.49,0.0
58,49.0,0.49,28.419999999999998
0,49.0,0.49,0.0
0,49.0,0.49,0.0
53,49.0,0.49,25.97
55,49.0,0.49,26.95
54,49.0,0.49,26.46
55,49.0,0.49,26.95
0,49.0,0.49,0.0
68,49.0,0.49,33.32
63,49.0,0.49,30.87
0,49.0,0.49,0.0
0,49.0,0.49,0.0
54,49.0,0.49,26.46
56,49.0,0.49,27.439999999999998
0,49.0,0.49,0.0
0,49.0,0.49,0.0
62,49.0,0.49,30.38
0,49.0,0.49,0.0
0,49.0,0.49,0.0
0,49.0,0.49,0.0
53,49.0,0.49,25.97
55,49.0,0.49,26.95
63,49.0,0.49,30.87
0,49.0,0.49,0.0
0,49.0,0.49,0.0
50,49.0,0.49,24.5
100,49.0,0.49,49.0
0,49.0,0.49,0.0
56,49.0,0.49,27.439999999999998
62,49.0,0.49,30.38
0,36.0,0.36,0.0
100,36.0,0.36,36.0
0,36.0,0.36,0.0
0,36.0,0.36,0.0
0,36.0,0.36,0.0
0,36.0,0.36,0.0
0,36.0,0.36,0.0
0,36.0,0.36,0.0
0,36.0,0.36,0.0
48,36.0,0.36,17.28
0,36.0,0.36,0.0
0,36.0,0.36,0.0
0,36.0,0.36,0.0
0,36.0,0.36,0.0
0,36.0,0.36,0.0
0,36.0,0.36,0.0
0,36.0,0.36,0.0
71,36.0,0.36,25.56
48,36.0,0.36,17.28
51,36.0,0.36,18.36
0,36.0,0.36,0.0
56,36.0,0.36,20.16
0,36.0,0.36,0.0
48,36.0,0.36,17.28
0,36.0,0.36,0.0
49,36.0,0.36,17.64
0,36.0,0.36,0.0
58,36.0,0.36,20.88
56,36.0,0.36,20.16
0,36.0,0.36,0.0
33,76.0,0.76,25.080000000000002
50,76.0,0.76,38.0
68,76.0,0.76,51.68
0,76.0,0.76,0.0
40,76.0,0.76,30.4
0,76.0,0.76,0.0
34,76.0,0.76,25.84
100,76.0,0.76,76.0
34,76.0,0.76,25.84
68,76.0,0.76,51.68
35,76.0,0.76,26.6
41,76.0,0.76,31.16
54,76.0,0.76,41.04
34,76.0,0.76,25.84
0,76.0,0.76,0.0
34,76.0,0.76,25.84
68,76.0,0.76,51.68
0,76.0,0.76,0.0
54,76.0,0.76,41.04
0,76.0,0.76,0.0
33,76.0,0.76,25.080000000000002
33,76.0,0.76,25.080000000000002
0,76.0,0.76,0.0
0,76.0,0.76,0.0
0,76.0,0.76,0.0
0,76.0,0.76,0.0
39,76.0,0.76,29.64
0,76.0,0.76,0.0
33,76.0,0.76,25.080000000000002
67,76.0,0.76,50.92
35,76.0,0.76,26.6
73,49.0,0.49,35.769999999999996
81,49.0,0.49,39.69
79,49.0,0.49,38.71
67,49.0,0.49,32.83
0,49.0,0.49,0.0
0,49.0,0.49,0.0
68,49.0,0.49,33.32
70,49.0,0.49,34.3
0,49.0,0.49,0.0
77,49.0,0.49,37.73
67,49.0,0.49,32.83
66,49.0,0.49,32.339999999999996
99,49.0,0.49,48.51
0,49.0,0.49,0.0
70,49.0,0.49,34.3
0,49.0,0.49,0.0
79,49.0,0.49,38.71
66,49.0,0.49,32.339999999999996
65,49.0,0.49,31.849999999999998
66,49.0,0.49,32.339999999999996
100,49.0,0.49,49.0
69,49.0,0.49,33.81
78,49.0,0.49,38.22
75,49.0,0.49,36.75
0,49.0,0.49,0.0
65,49.0,0.49,31.849999999999998
65,49.0,0.49,31.849999999999998
0,49.0,0.49,0.0
0,49.0,0.49,0.0
0,49.0,0.49,0.0
70,63.0,0.63,44.1
0,63.0,0.63,0.0
55,63.0,0.63,34.65
41,63.0,0.63,25.830000000000002
42,63.0,0.63,26.46
44,63.0,0.63,27.72
100,63.0,0.63,63.0
97,63.0,0.63,61.11
0,63.0,0.63,0.0
42,63.0,0.63,26.46
42,63.0,0.63,26.46
43,63.0,0.63,27.09
44,63.0,0.63,27.72
50,63.0,0.63,31.5
51,63.0,0.63,32.13
42,63.0,0.63,26.46
43,63.0,0.63,27.09
0,63.0,0.63,0.0
45,63.0,0.63,28.35
0,63.0,0.63,0.0
52,63.0,0.63,32.76
0,63.0,0.63,0.0
0,63.0,0.63,0.0
0,63.0,0.63,0.0
57,63.0,0.63,35.910000000000004
0,63.0,0.63,0.0
47,63.0,0.63,29.61
0,63.0,0.63,0.0
0,63.0,0.63,0.0
46,63.0,0.63,28.98
0,63.0,0.63,0.0
44,45.0,0.45,19.8
36,45.0,0.45,16.2
71,45.0,0.45,31.95
39,45.0,0.45,17.55
78,45.0,0.45,35.1
34,45.0,0.45,15.3
0,45.0,0.45,0.0
33,45.0,0.45,14.85
34,45.0,0.45,15.3
35,45.0,0.45,15.75
0,45.0,0.45,0.0
0,45.0,0.45,0.0
0,45.0,0.45,0.0
0,45.0,0.45,0.0
33,45.0,0.45,14.85
0,45.0,0.45,0.0
69,45.0,0.45,31.05
0,45.0,0.45,0.0
0,45.0,0.45,0.0
33,45.0,0.45,14.85
0,45.0,0.45,0.0
32,45.0,0.45,14.4
33,45.0,0.45,14.85
0,45.0,0.45,0.0
0,45.0,0.45,0.0
0,45.0,0.45,0.0
0,45.0,0.45,0.0
48,45.0,0.45,21.6
33,45.0,0.45,14.85
100,45.0,0.45,45.0
34,45.0,0.45,15.3
59,100.0,1.0,59.0
0,100.0,1.0,0.0
0,100.0,1.0,0.0
33,100.0,1.0,33.0
34,100.0,1.0,34.0
46,100.0,1.0,46.0
0,100.0,1.0,0.0
38,100.0,1.0,38.0
0,100.0,1.0,0.0
64,100.0,1.0,64.0
32,100.0,1.0,32.0
33,100.0,1.0,33.0
33,100.0,1.0,33.0
34,100.0,1.0,34.0
0,100.0,1.0,0.0
39,100.0,1.0,39.0
0,100.0,1.0,0.0
0,100.0,1.0,0.0
66,100.0,1.0,66.0
100,100.0,1.0,100.0
35,100.0,1.0,35.0
0,100.0,1.0,0.0
0,100.0,1.0,0.0
32,100.0,1.0,32.0
0,100.0,1.0,0.0
33,100.0,1.0,33.0
33,100.0,1.0,33.0
69,100.0,1.0,69.0
0,34.0,0.34,0.0
49,34.0,0.34,16.66
0,34.0,0.34,0.0
43,34.0,0.34,14.620000000000001
66,34.0,0.34,22.44
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
43,34.0,0.34,14.620000000000001
45,34.0,0.34,15.3
43,34.0,0.34,14.620000000000001
43,34.0,0.34,14.620000000000001
0,34.0,0.34,0.0
51,34.0,0.34,17.34
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
49,34.0,0.34,16.66
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
0,34.0,0.34,0.0
44,34.0,0.34,14.96
100,34.0,0.34,34.0
0,34.0,0.34,0.0
42,34.0,0.34,14.280000000000001
0,52.0,0.52,0.0
48,52.0,0.52,24.96
32,52.0,0.52,16.64
0,52.0,0.52,0.0
37,52.0,0.52,19.240000000000002
36,52.0,0.52,18.72
32,52.0,0.52,16.64
62,52.0,0.52,32.24
32,52.0,0.52,16.64
64,52.0,0.52,33.28
0,52.0,0.52,0.0
40,52.0,0.52,20.8
77,52.0,0.52,40.04
32,52.0,0.52,16.64
0,52.0,0.52,0.0
33,52.0,0.52,17.16
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
34,52.0,0.52,17.68
32,52.0,0.52,16.64
0,52.0,0.52,0.0
100,52.0,0.52,52.0
66,52.0,0.52,34.32
0,52.0,0.52,0.0
36,52.0,0.52,18.72
31,52.0,0.52,16.12
32,52.0,0.52,16.64
0,52.0,0.52,0.0
73,60.0,0.6,43.8
0,60.0,0.6,0.0
0,60.0,0.6,0.0
39,60.0,0.6,23.4
33,60.0,0.6,19.8
0,60.0,0.6,0.0
33,60.0,0.6,19.8
34,60.0,0.6,20.4
35,60.0,0.6,21.0
40,60.0,0.6,24.0
38,60.0,0.6,22.8
0,60.0,0.6,0.0
33,60.0,0.6,19.8
100,60.0,0.6,60.0
0,60.0,0.6,0.0
34,60.0,0.6,20.4
0,60.0,0.6,0.0
0,60.0,0.6,0.0
33,60.0,0.6,19.8
50,60.0,0.6,30.0
36,60.0,0.6,21.599999999999998
36,60.0,0.6,21.599999999999998
38,60.0,0.6,22.8
0,60.0,0.6,0.0
0,60.0,0.6,0.0
37,60.0,0.6,22.2
35,60.0,0.6,21.0
36,60.0,0.6,21.599999999999998
37,60.0,0.6,22.2
38,60.0,0.6,22.8
0,60.0,0.6,0.0
80,52.0,0.52,41.6
100,52.0,0.52,52.0
0,52.0,0.52,0.0
98,52.0,0.52,50.96
67,52.0,0.52,34.84
71,52.0,0.52,36.92
0,52.0,0.52,0.0
0,52.0,0.52,0.0
68,52.0,0.52,35.36
69,52.0,0.52,35.88
0,52.0,0.52,0.0
67,52.0,0.52,34.84
0,52.0,0.52,0.0
81,52.0,0.52,42.120000000000005
0,52.0,0.52,0.0
0,52.0,0.52,0.0
67,52.0,0.52,34.84
0,52.0,0.52,0.0
68,52.0,0.52,35.36
71,52.0,0.52,36.92
0,52.0,0.52,0.0
0,52.0,0.52,0.0
0,52.0,0.52,0.0
67,52.0,0.52,34.84
0,52.0,0.52,0.0
68,52.0,0.52,35.36
0,52.0,0.52,0.0
0,52.0,0.52,0.0
82,52.0,0.52,42.64
0,52.0,0.52,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
50,27.0,0.27,13.5
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
49,27.0,0.27,13.23
47,27.0,0.27,12.690000000000001
0,27.0,0.27,0.0
48,27.0,0.27,12.96
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
49,27.0,0.27,13.23
47,27.0,0.27,12.690000000000001
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
47,27.0,0.27,12.690000000000001
0,27.0,0.27,0.0
0,27.0,0.27,0.0
0,27.0,0.27,0.0
61,27.0,0.27,16.470000000000002
0,27.0,0.27,0.0
100,27.0,0.27,27.0
48,27.0,0.27,12.96
0,27.0,0.27,0.0
0,27.0,0.27,0.0
45,39.0,0.39,17.55
100,39.0,0.39,39.0
0,39.0,0.39,0.0
41,39.0,0.39,15.99
0,39.0,0.39,0.0
42,39.0,0.39,16.38
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
82,39.0,0.39,31.98
0,39.0,0.39,0.0
41,39.0,0.39,15.99
42,39.0,0.39,16.38
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
41,39.0,0.39,15.99
0,39.0,0.39,0.0
0,39.0,0.39,0.0
42,39.0,0.39,16.38
0,39.0,0.39,0.0
0,39.0,0.39,0.0
83,39.0,0.39,32.370000000000005
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
42,39.0,0.39,16.38
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,51.0,0.51,0.0
67,51.0,0.51,34.17
44,51.0,0.51,22.44
0,51.0,0.51,0.0
35,51.0,0.51,17.85
0,51.0,0.51,0.0
0,51.0,0.51,0.0
67,51.0,0.51,34.17
33,51.0,0.51,16.830000000000002
0,51.0,0.51,0.0
50,51.0,0.51,25.5
0,51.0,0.51,0.0
40,51.0,0.51,20.4
79,51.0,0.51,40.29
100,51.0,0.51,51.0
33,51.0,0.51,16.830000000000002
0,51.0,0.51,0.0
56,51.0,0.51,28.560000000000002
35,51.0,0.51,17.85
0,51.0,0.51,0.0
39,51.0,0.51,19.89
33,51.0,0.51,16.830000000000002
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
0,51.0,0.51,0.0
39,51.0,0.51,19.89
0,51.0,0.51,0.0
33,51.0,0.51,16.830000000000002
31,54.0,0.54,16.740000000000002
0,54.0,0.54,0.0
100,54.0,0.54,54.0
0,54.0,0.54,0.0
36,54.0,0.54,19.44
0,54.0,0.54,0.0
0,54.0,0.54,0.0
0,54.0,0.54,0.0
61,54.0,0.54,32.940000000000005
32,54.0,0.54,17.28
0,54.0,0.54,0.0
36,54.0,0.54,19.44
0,54.0,0.54,0.0
30,54.0,0.54,16.200000000000003
0,54.0,0.54,0.0
30,54.0,0.54,16.200000000000003
0,54.0,0.54,0.0
0,54.0,0.54,0.0
36,54.0,0.54,19.44
61,54.0,0.54,32.940000000000005
30,54.0,0.54,16.200000000000003
30,54.0,0.54,16.200000000000003
46,54.0,0.54,24.840000000000003
32,54.0,0.54,17.28
37,54.0,0.54,19.98
0,54.0,0.54,0.0
0,54.0,0.54,0.0
30,54.0,0.54,16.200000000000003
0,54.0,0.54,0.0
0,54.0,0.54,0.0
0,54.0,0.54,0.0
52,47.0,0.47,24.439999999999998
0,47.0,0.47,0.0
43,47.0,0.47,20.209999999999997
83,47.0,0.47,39.01
70,47.0,0.47,32.9
0,47.0,0.47,0.0
0,47.0,0.47,0.0
0,47.0,0.47,0.0
0,47.0,0.47,0.0
43,47.0,0.47,20.209999999999997
0,47.0,0.47,0.0
42,47.0,0.47,19.74
42,47.0,0.47,19.74
65,47.0,0.47,30.549999999999997
49,47.0,0.47,23.029999999999998
0,47.0,0.47,0.0
42,47.0,0.47,19.74
92,47.0,0.47,43.239999999999995
43,47.0,0.47,20.209999999999997
0,47.0,0.47,0.0
44,47.0,0.47,20.68
0,47.0,0.47,0.0
97,47.0,0.47,45.589999999999996
84,47.0,0.47,39.48
41,47.0,0.47,19.27
42,47.0,0.47,19.74
0,47.0,0.47,0.0
0,47.0,0.47,0.0
100,47.0,0.47,47.0
48,47.0,0.47,22.56
40,55.0,0.55,22.0
100,55.0,0.55,55.00000000000001
40,55.0,0.55,22.0
41,55.0,0.55,22.55
86,55.0,0.55,47.300000000000004
0,55.0,0.55,0.0
0,55.0,0.55,0.0
82,55.0,0.55,45.1
81,55.0,0.55,44.550000000000004
41,55.0,0.55,22.55
41,55.0,0.55,22.55
44,55.0,0.55,24.200000000000003
0,55.0,0.55,0.0
48,55.0,0.55,26.400000000000002
41,55.0,0.55,22.55
83,55.0,0.55,45.650000000000006
42,55.0,0.55,23.1
65,55.0,0.55,35.75
45,55.0,0.55,24.750000000000004
0,55.0,0.55,0.0
0,55.0,0.55,0.0
44,55.0,0.55,24.200000000000003
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
49,55.0,0.55,26.950000000000003
50,55.0,0.55,27.500000000000004
0,55.0,0.55,0.0
44,55.0,0.55,24.200000000000003
45,55.0,0.55,24.750000000000004
0,55.0,0.55,0.0
43,39.0,0.39,16.77
0,39.0,0.39,0.0
41,39.0,0.39,15.99
77,39.0,0.39,30.03
33,39.0,0.39,12.870000000000001
100,39.0,0.39,39.0
66,39.0,0.39,25.740000000000002
33,39.0,0.39,12.870000000000001
67,39.0,0.39,26.130000000000003
0,39.0,0.39,0.0
38,39.0,0.39,14.82
0,39.0,0.39,0.0
33,39.0,0.39,12.870000000000001
50,39.0,0.39,19.5
33,39.0,0.39,12.870000000000001
0,39.0,0.39,0.0
0,39.0,0.39,0.0
38,39.0,0.39,14.82
0,39.0,0.39,0.0
32,39.0,0.39,12.48
32,39.0,0.39,12.48
0,39.0,0.39,0.0
34,39.0,0.39,13.26
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
32,39.0,0.39,12.48
0,39.0,0.39,0.0
0,39.0,0.39,0.0
34,39.0,0.39,13.26
0,39.0,0.39,0.0
0,39.0,0.39,0.0
45,39.0,0.39,17.55
0,39.0,0.39,0.0
43,39.0,0.39,16.77
44,39.0,0.39,17.16
0,39.0,0.39,0.0
0,39.0,0.39,0.0
52,39.0,0.39,20.28
65,39.0,0.39,25.35
42,39.0,0.39,16.38
43,39.0,0.39,16.77
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
0,39.0,0.39,0.0
45,39.0,0.39,17.55
0,39.0,0.39,0.0
51,39.0,0.39,19.89
100,39.0,0.39,39.0
0,39.0,0.39,0.0
44,39.0,0.39,17.16
65,39.0,0.39,25.35
43,39.0,0.39,16.77
44,39.0,0.39,17.16
0,39.0,0.39,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
33,60.0,0.6,19.8
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
66,60.0,0.6,39.6
33,60.0,0.6,19.8
34,60.0,0.6,20.4
0,60.0,0.6,0.0
34,60.0,0.6,20.4
59,60.0,0.6,35.4
0,60.0,0.6,0.0
33,60.0,0.6,19.8
34,60.0,0.6,20.4
67,60.0,0.6,40.199999999999996
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
38,60.0,0.6,22.8
100,60.0,0.6,60.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
39,60.0,0.6,23.4
0,60.0,0.6,0.0
0,60.0,0.6,0.0
0,60.0,0.6,0.0
34,60.0,0.6,20.4
67,60.0,0.6,40.199999999999996
50,55.0,0.55,27.500000000000004
31,55.0,0.55,17.05
100,55.0,0.55,55.00000000000001
0,55.0,0.55,0.0
0,55.0,0.55,0.0
31,55.0,0.55,17.05
29,55.0,0.55,15.950000000000001
29,55.0,0.55,15.950000000000001
30,55.0,0.55,16.5
0,55.0,0.55,0.0
0,55.0,0.55,0.0
0,55.0,0.55,0.0
29,55.0,0.55,15.950000000000001
29,55.0,0.55,15.950000000000001
0,55.0,0.55,0.0
30,55.0,0.55,16.5
0,55.0,0.55,0.0
70,55.0,0.55,38.5
0,55.0,0.55,0.0
29,55.0,0.55,15.950000000000001
30,55.0,0.55,16.5
29,55.0,0.55,15.950000000000001
0,55.0,0.55,0.0
31,55.0,0.55,17.05
35,55.0,0.55,19.25
0,55.0,0.55,0.0
88,55.0,0.55,48.400000000000006
0,55.0,0.55,0.0
58,55.0,0.55,31.900000000000002
30,55.0,0.55,16.5
53,63.0,0.63,33.39
58,63.0,0.63,36.54
55,63.0,0.63,34.65
48,63.0,0.63,30.240000000000002
0,63.0,0.63,0.0
